record_id,image_path,xml_path,raw_folder,raw_filename,reason
img_01_425005700_00162,data/raw/GC10-DET/6/img_01_425005700_00162.jpg,data/raw/GC10-DET/lable/img_01_425005700_00162.xml,6,img_01_425005700_00162.jpg,near_duplicate_of:img_01_425005700_00156
img_01_425005700_00310,data/raw/GC10-DET/6/img_01_425005700_00310.jpg,data/raw/GC10-DET/lable/img_01_425005700_00310.xml,6,img_01_425005700_00310.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00312,data/raw/GC10-DET/6/img_01_425005700_00312.jpg,data/raw/GC10-DET/lable/img_01_425005700_00312.xml,6,img_01_425005700_00312.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00320,data/raw/GC10-DET/6/img_01_425005700_00320.jpg,data/raw/GC10-DET/lable/img_01_425005700_00320.xml,6,img_01_425005700_00320.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00342,data/raw/GC10-DET/6/img_01_425005700_00342.jpg,data/raw/GC10-DET/lable/img_01_425005700_00342.xml,6,img_01_425005700_00342.jpg,near_duplicate_of:img_01_425005700_00256
img_01_425005700_00343,data/raw/GC10-DET/6/img_01_425005700_00343.jpg,data/raw/GC10-DET/lable/img_01_425005700_00343.xml,6,img_01_425005700_00343.jpg,near_duplicate_of:img_01_425005700_00256
img_01_425005700_00362,data/raw/GC10-DET/6/img_01_425005700_00362.jpg,data/raw/GC10-DET/lable/img_01_425005700_00362.xml,6,img_01_425005700_00362.jpg,near_duplicate_of:img_01_425005700_00336
img_01_425005700_00371,data/raw/GC10-DET/6/img_01_425005700_00371.jpg,data/raw/GC10-DET/lable/img_01_425005700_00371.xml,6,img_01_425005700_00371.jpg,near_duplicate_of:img_01_425005700_00256
img_01_425005700_00398,data/raw/GC10-DET/6/img_01_425005700_00398.jpg,data/raw/GC10-DET/lable/img_01_425005700_00398.xml,6,img_01_425005700_00398.jpg,near_duplicate_of:img_01_425005700_00354
img_01_425005700_00409,data/raw/GC10-DET/6/img_01_425005700_00409.jpg,data/raw/GC10-DET/lable/img_01_425005700_00409.xml,6,img_01_425005700_00409.jpg,near_duplicate_of:img_01_425005700_00321
img_01_425005700_00421,data/raw/GC10-DET/6/img_01_425005700_00421.jpg,data/raw/GC10-DET/lable/img_01_425005700_00421.xml,6,img_01_425005700_00421.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00444,data/raw/GC10-DET/6/img_01_425005700_00444.jpg,data/raw/GC10-DET/lable/img_01_425005700_00444.xml,6,img_01_425005700_00444.jpg,near_duplicate_of:img_01_425005700_00336
img_01_425005700_00446,data/raw/GC10-DET/6/img_01_425005700_00446.jpg,data/raw/GC10-DET/lable/img_01_425005700_00446.xml,6,img_01_425005700_00446.jpg,near_duplicate_of:img_01_425005700_00336
img_01_425005700_00447,data/raw/GC10-DET/6/img_01_425005700_00447.jpg,data/raw/GC10-DET/lable/img_01_425005700_00447.xml,6,img_01_425005700_00447.jpg,near_duplicate_of:img_01_425005700_00419
img_01_425005700_00463,data/raw/GC10-DET/6/img_01_425005700_00463.jpg,data/raw/GC10-DET/lable/img_01_425005700_00463.xml,6,img_01_425005700_00463.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00464,data/raw/GC10-DET/6/img_01_425005700_00464.jpg,data/raw/GC10-DET/lable/img_01_425005700_00464.xml,6,img_01_425005700_00464.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00467,data/raw/GC10-DET/6/img_01_425005700_00467.jpg,data/raw/GC10-DET/lable/img_01_425005700_00467.xml,6,img_01_425005700_00467.jpg,near_duplicate_of:img_01_425005700_00336
img_01_425005700_00468,data/raw/GC10-DET/6/img_01_425005700_00468.jpg,data/raw/GC10-DET/lable/img_01_425005700_00468.xml,6,img_01_425005700_00468.jpg,near_duplicate_of:img_01_425005700_00336
img_01_425005700_00469,data/raw/GC10-DET/6/img_01_425005700_00469.jpg,data/raw/GC10-DET/lable/img_01_425005700_00469.xml,6,img_01_425005700_00469.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00470,data/raw/GC10-DET/6/img_01_425005700_00470.jpg,data/raw/GC10-DET/lable/img_01_425005700_00470.xml,6,img_01_425005700_00470.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00471,data/raw/GC10-DET/6/img_01_425005700_00471.jpg,data/raw/GC10-DET/lable/img_01_425005700_00471.xml,6,img_01_425005700_00471.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00485,data/raw/GC10-DET/6/img_01_425005700_00485.jpg,data/raw/GC10-DET/lable/img_01_425005700_00485.xml,6,img_01_425005700_00485.jpg,near_duplicate_of:img_01_425005700_00321
img_01_425005700_00497,data/raw/GC10-DET/6/img_01_425005700_00497.jpg,data/raw/GC10-DET/lable/img_01_425005700_00497.xml,6,img_01_425005700_00497.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00503,data/raw/GC10-DET/6/img_01_425005700_00503.jpg,data/raw/GC10-DET/lable/img_01_425005700_00503.xml,6,img_01_425005700_00503.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425005700_00506,data/raw/GC10-DET/6/img_01_425005700_00506.jpg,data/raw/GC10-DET/lable/img_01_425005700_00506.xml,6,img_01_425005700_00506.jpg,near_duplicate_of:img_01_425005700_00400
img_01_425005700_00555,data/raw/GC10-DET/6/img_01_425005700_00555.jpg,data/raw/GC10-DET/lable/img_01_425005700_00555.xml,6,img_01_425005700_00555.jpg,near_duplicate_of:img_01_425005700_00309
img_01_425392100_00886,data/raw/GC10-DET/7/img_01_425392100_00886.jpg,data/raw/GC10-DET/lable/img_01_425392100_00886.xml,7,img_01_425392100_00886.jpg,near_duplicate_of:img_01_425244100_00158
img_01_425507000_00018,data/raw/GC10-DET/2/img_01_425507000_00018.jpg,data/raw/GC10-DET/lable/img_01_425507000_00018.xml,2,img_01_425507000_00018.jpg,near_duplicate_of:img_01_425506600_00018
img_01_425640000_00309,data/raw/GC10-DET/4/img_01_425640000_00309.jpg,data/raw/GC10-DET/lable/img_01_425640000_00309.xml,all,img_01_425640000_00309.jpg,near_duplicate_of:img_01_425008000_00572
img_05_4406645900_00585,data/raw/GC10-DET/6/img_05_4406645900_00585.jpg,data/raw/GC10-DET/lable/img_05_4406645900_00585.xml,6,img_05_4406645900_00585.jpg,near_duplicate_of:img_05_4406645900_00042
img_05_4406743300_00373,data/raw/GC10-DET/6/img_05_4406743300_00373.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00373.xml,6,img_05_4406743300_00373.jpg,near_duplicate_of:img_05_4406743300_00371
img_05_4406743300_00390,data/raw/GC10-DET/6/img_05_4406743300_00390.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00390.xml,6,img_05_4406743300_00390.jpg,near_duplicate_of:img_05_4406743300_00371
img_05_4406743300_00467,data/raw/GC10-DET/6/img_05_4406743300_00467.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00467.xml,6,img_05_4406743300_00467.jpg,near_duplicate_of:img_05_4406743300_00463
img_05_4406743300_00520,data/raw/GC10-DET/6/img_05_4406743300_00520.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00520.xml,6,img_05_4406743300_00520.jpg,near_duplicate_of:img_05_4406743300_00519
img_05_4406743300_00547,data/raw/GC10-DET/6/img_05_4406743300_00547.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00547.xml,6,img_05_4406743300_00547.jpg,near_duplicate_of:img_05_4406743300_00519
img_05_4406743300_00554,data/raw/GC10-DET/6/img_05_4406743300_00554.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00554.xml,6,img_05_4406743300_00554.jpg,near_duplicate_of:img_05_4406743300_00519
img_05_4406743300_00564,data/raw/GC10-DET/6/img_05_4406743300_00564.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00564.xml,6,img_05_4406743300_00564.jpg,near_duplicate_of:img_05_4406743300_00519
img_05_4406743300_00568,data/raw/GC10-DET/6/img_05_4406743300_00568.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00568.xml,6,img_05_4406743300_00568.jpg,near_duplicate_of:img_05_4406743300_00519
img_05_4406743300_00570,data/raw/GC10-DET/6/img_05_4406743300_00570.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00570.xml,6,img_05_4406743300_00570.jpg,near_duplicate_of:img_05_4406743300_00519
img_05_4406743300_00615,data/raw/GC10-DET/6/img_05_4406743300_00615.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00615.xml,6,img_05_4406743300_00615.jpg,near_duplicate_of:img_05_4406743300_00519
img_06_425392500_00834,data/raw/GC10-DET/7/img_06_425392500_00834.jpg,data/raw/GC10-DET/lable/img_06_425392500_00834.xml,7,img_06_425392500_00834.jpg,near_duplicate_of:img_06_3402617700_00988
img_06_425507200_00976,data/raw/GC10-DET/7/img_06_425507200_00976.jpg,data/raw/GC10-DET/lable/img_06_425507200_00976.xml,7,img_06_425507200_00976.jpg,near_duplicate_of:img_06_3402617700_00988
img_06_425508200_00471,data/raw/GC10-DET/7/img_06_425508200_00471.jpg,data/raw/GC10-DET/lable/img_06_425508200_00471.xml,7,img_06_425508200_00471.jpg,near_duplicate_of:img_06_3402617700_00988
img_06_425614600_00432,data/raw/GC10-DET/10/img_06_425614600_00432.jpg,data/raw/GC10-DET/lable/img_06_425614600_00432.xml,10,img_06_425614600_00432.jpg,near_duplicate_of:img_06_425506300_01024
img_06_427199900_01065,data/raw/GC10-DET/5/img_06_427199900_01065.jpg,data/raw/GC10-DET/lable/img_06_427199900_01065.xml,5,img_06_427199900_01065.jpg,near_duplicate_of:img_06_3402617700_00988
img_07_425005700_01204,data/raw/GC10-DET/7/img_07_425005700_01204.jpg,data/raw/GC10-DET/lable/img_07_425005700_01204.xml,7,img_07_425005700_01204.jpg,near_duplicate_of:img_01_425007500_00003
img_07_425008500_00312,data/raw/GC10-DET/7/img_07_425008500_00312.jpg,data/raw/GC10-DET/lable/img_07_425008500_00312.xml,7,img_07_425008500_00312.jpg,near_duplicate_of:img_01_425007500_00003
img_07_425008500_00314,data/raw/GC10-DET/7/img_07_425008500_00314.jpg,data/raw/GC10-DET/lable/img_07_425008500_00314.xml,7,img_07_425008500_00314.jpg,near_duplicate_of:img_01_425007500_00003
img_07_425100400_00067,data/raw/GC10-DET/5/img_07_425100400_00067.jpg,data/raw/GC10-DET/lable/img_07_425100400_00067.xml,5,img_07_425100400_00067.jpg,near_duplicate_of:img_01_425007500_00003
img_07_425100400_00088,data/raw/GC10-DET/5/img_07_425100400_00088.jpg,data/raw/GC10-DET/lable/img_07_425100400_00088.xml,5,img_07_425100400_00088.jpg,near_duplicate_of:img_07_425100400_00082
img_07_425100400_00094,data/raw/GC10-DET/5/img_07_425100400_00094.jpg,data/raw/GC10-DET/lable/img_07_425100400_00094.xml,5,img_07_425100400_00094.jpg,near_duplicate_of:img_01_425007500_00003
img_07_425100400_00100,data/raw/GC10-DET/5/img_07_425100400_00100.jpg,data/raw/GC10-DET/lable/img_07_425100400_00100.xml,5,img_07_425100400_00100.jpg,near_duplicate_of:img_01_425007500_00003
img_07_425391000_00291,data/raw/GC10-DET/7/img_07_425391000_00291.jpg,data/raw/GC10-DET/lable/img_07_425391000_00291.xml,7,img_07_425391000_00291.jpg,near_duplicate_of:img_01_425007500_00003
img_07_425506100_00205,data/raw/GC10-DET/7/img_07_425506100_00205.jpg,data/raw/GC10-DET/lable/img_07_425506100_00205.xml,7,img_07_425506100_00205.jpg,near_duplicate_of:img_01_425007500_00003
img_07_425507000_00965,data/raw/GC10-DET/7/img_07_425507000_00965.jpg,data/raw/GC10-DET/lable/img_07_425507000_00965.xml,7,img_07_425507000_00965.jpg,near_duplicate_of:img_01_425007500_00003
img_07_425508300_00926,data/raw/GC10-DET/7/img_07_425508300_00926.jpg,data/raw/GC10-DET/lable/img_07_425508300_00926.xml,7,img_07_425508300_00926.jpg,near_duplicate_of:img_07_425504800_00992
img_07_425508300_00927,data/raw/GC10-DET/4/img_07_425508300_00927.jpg,data/raw/GC10-DET/lable/img_07_425508300_00927.xml,4,img_07_425508300_00927.jpg,near_duplicate_of:img_07_425504800_00992
img_07_425508400_00965,data/raw/GC10-DET/7/img_07_425508400_00965.jpg,data/raw/GC10-DET/lable/img_07_425508400_00965.xml,7,img_07_425508400_00965.jpg,near_duplicate_of:img_07_425508300_00928
img_07_425508400_00967,data/raw/GC10-DET/6/img_07_425508400_00967.jpg,data/raw/GC10-DET/lable/img_07_425508400_00967.xml,6,img_07_425508400_00967.jpg,near_duplicate_of:img_07_425508300_00928
img_07_425508400_00968,data/raw/GC10-DET/7/img_07_425508400_00968.jpg,data/raw/GC10-DET/lable/img_07_425508400_00968.xml,7,img_07_425508400_00968.jpg,near_duplicate_of:img_07_425508300_00928
img_07_425508400_00969,data/raw/GC10-DET/7/img_07_425508400_00969.jpg,data/raw/GC10-DET/lable/img_07_425508400_00969.xml,7,img_07_425508400_00969.jpg,near_duplicate_of:img_07_425508300_00928
img_07_425508700_00362,data/raw/GC10-DET/7/img_07_425508700_00362.jpg,data/raw/GC10-DET/lable/img_07_425508700_00362.xml,7,img_07_425508700_00362.jpg,near_duplicate_of:img_07_425508300_00928
img_07_425508700_00363,data/raw/GC10-DET/7/img_07_425508700_00363.jpg,data/raw/GC10-DET/lable/img_07_425508700_00363.xml,7,img_07_425508700_00363.jpg,near_duplicate_of:img_07_425508300_00928
img_07_425613700_00782,data/raw/GC10-DET/2/img_07_425613700_00782.jpg,data/raw/GC10-DET/lable/img_07_425613700_00782.xml,2,img_07_425613700_00782.jpg,near_duplicate_of:img_07_425508300_00928
img_07_425637500_00653,data/raw/GC10-DET/2/img_07_425637500_00653.jpg,data/raw/GC10-DET/lable/img_07_425637500_00653.xml,2,img_07_425637500_00653.jpg,near_duplicate_of:img_07_425508300_00928
img_07_425644600_00785,data/raw/GC10-DET/2/img_07_425644600_00785.jpg,data/raw/GC10-DET/lable/img_07_425644600_00785.xml,2,img_07_425644600_00785.jpg,near_duplicate_of:img_07_425508300_00928
img_07_4406645900_00517,data/raw/GC10-DET/6/img_07_4406645900_00517.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00517.xml,6,img_07_4406645900_00517.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00522,data/raw/GC10-DET/6/img_07_4406645900_00522.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00522.xml,6,img_07_4406645900_00522.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00523,data/raw/GC10-DET/6/img_07_4406645900_00523.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00523.xml,6,img_07_4406645900_00523.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00526,data/raw/GC10-DET/6/img_07_4406645900_00526.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00526.xml,6,img_07_4406645900_00526.jpg,near_duplicate_of:img_01_425007500_00003
